項次,西元年,民國年,性別,年齡,預期壽命
777,2026,115,女性,56歲,30.98
778,2026,115,總計,57歲,27.75
779,2026,115,男性,57歲,25.31
780,2026,115,女性,57歲,30.06
781,2026,115,總計,58歲,26.9
782,2026,115,男性,58歲,24.5
783,2026,115,女性,58歲,29.16
784,2026,115,總計,59歲,26.05
785,2026,115,男性,59歲,23.7
786,2026,115,女性,59歲,28.25
787,2026,115,總計,60歲,25.21
788,2026,115,男性,60歲,22.91
789,2026,115,女性,60歲,27.35
790,2026,115,總計,61歲,24.37
791,2026,115,男性,61歲,22.13
792,2026,115,女性,61歲,26.46
793,2026,115,總計,62歲,23.54
794,2026,115,男性,62歲,21.35
795,2026,115,女性,62歲,25.57
796,2026,115,總計,63歲,22.72
797,2026,115,男性,63歲,20.57
798,2026,115,女性,63歲,24.68
799,2026,115,總計,64歲,21.9
800,2026,115,男性,64歲,19.81
801,2026,115,女性,64歲,23.8
802,2026,115,總計,65歲,21.09
803,2026,115,男性,65歲,19.05
804,2026,115,女性,65歲,22.93
805,2026,115,總計,66歲,20.29
806,2026,115,男性,66歲,18.3
807,2026,115,女性,66歲,22.07
808,2026,115,總計,67歲,19.5
809,2026,115,男性,67歲,17.56
810,2026,115,女性,67歲,21.21
811,2026,115,總計,68歲,18.71
812,2026,115,男性,68歲,16.84
813,2026,115,女性,68歲,20.37
814,2026,115,總計,69歲,17.94
815,2026,115,男性,69歲,16.12
816,2026,115,女性,69歲,19.54
817,2026,115,總計,70歲,17.19
818,2026,115,男性,70歲,15.42
819,2026,115,女性,70歲,18.71
820,2026,115,總計,71歲,16.44
821,2026,115,男性,71歲,14.74
822,2026,115,女性,71歲,17.91
823,2026,115,總計,72歲,15.72
824,2026,115,男性,72歲,14.07
825,2026,115,女性,72歲,17.11
826,2026,115,總計,73歲,15
827,2026,115,男性,73歲,13.41
828,2026,115,女性,73歲,16.33
829,2026,115,總計,74歲,14.3
830,2026,115,男性,74歲,12.77
831,2026,115,女性,74歲,15.56
832,2026,115,總計,75歲,13.62
833,2026,115,男性,75歲,12.15
834,2026,115,女性,75歲,14.81
835,2026,115,總計,76歲,12.95
836,2026,115,男性,76歲,11.55
837,2026,115,女性,76歲,14.08
838,2026,115,總計,77歲,12.31
839,2026,115,男性,77歲,10.97
840,2026,115,女性,77歲,13.36
841,2026,115,總計,78歲,11.68
842,2026,115,男性,78歲,10.41
843,2026,115,女性,78歲,12.66
844,2026,115,總計,79歲,11.06
845,2026,115,男性,79歲,9.86
846,2026,115,女性,79歲,11.98
847,2026,115,總計,80歲,10.47
848,2026,115,男性,80歲,9.34
849,2026,115,女性,80歲,11.31
850,2026,115,總計,81歲,9.9
851,2026,115,男性,81歲,8.84
852,2026,115,女性,81歲,10.67
853,2026,115,總計,82歲,9.35
854,2026,115,男性,82歲,8.36
855,2026,115,女性,82歲,10.05
856,2026,115,總計,83歲,8.82
857,2026,115,男性,83歲,7.9
858,2026,115,女性,83歲,9.46
859,2026,115,總計,84歲,8.31
860,2026,115,男性,84歲,7.45
861,2026,115,女性,84歲,8.89
862,2026,115,總計,85歲,7.82
863,2026,115,男性,85歲,7.03
864,2026,115,女性,85歲,8.34
865,2026,115,總計,86歲,7.37
866,2026,115,男性,86歲,6.64
867,2026,115,女性,86歲,7.84
868,2026,115,總計,87歲,6.94
869,2026,115,男性,87歲,6.26
870,2026,115,女性,87歲,7.36
871,2026,115,總計,88歲,6.53
872,2026,115,男性,88歲,5.91
873,2026,115,女性,88歲,6.9
874,2026,115,總計,89歲,6.13
875,2026,115,男性,89歲,5.57
876,2026,115,女性,89歲,6.47
877,2026,115,總計,90歲,5.76
878,2026,115,男性,90歲,5.25
879,2026,115,女性,90歲,6.05
880,2026,115,總計,91歲,5.4
881,2026,115,男性,91歲,4.94
882,2026,115,女性,91歲,5.66
883,2026,115,總計,92歲,5.07
884,2026,115,男性,92歲,4.65
885,2026,115,女性,92歲,5.29
886,2026,115,總計,93歲,4.75
887,2026,115,男性,93歲,4.38
888,2026,115,女性,93歲,4.94
889,2026,115,總計,94歲,4.45
890,2026,115,男性,94歲,4.13
891,2026,115,女性,94歲,4.61
892,2026,115,總計,95歲,4.17
893,2026,115,男性,95歲,3.89
894,2026,115,女性,95歲,4.3
895,2026,115,總計,96歲,3.9
896,2026,115,男性,96歲,3.66
897,2026,115,女性,96歲,4.02
898,2026,115,總計,97歲,3.66
899,2026,115,男性,97歲,3.45
900,2026,115,女性,97歲,3.75
901,2026,115,總計,98歲,3.42
902,2026,115,男性,98歲,3.25
903,2026,115,女性,98歲,3.5
904,2026,115,總計,99歲,3.21
905,2026,115,男性,99歲,3.07
906,2026,115,女性,99歲,3.26
907,2026,115,總計,100歲及以上,2.61
908,2026,115,男性,100歲及以上,2.55
909,2026,115,女性,100歲及以上,2.63
910,2027,116,總計,0歲,82.03
911,2027,116,男性,0歲,78.81
912,2027,116,女性,0歲,85.25
913,2027,116,總計,1歲,81.32
914,2027,116,男性,1歲,78.11
915,2027,116,女性,1歲,84.53
916,2027,116,總計,2歲,80.34
917,2027,116,男性,2歲,77.13
918,2027,116,女性,2歲,83.55
919,2027,116,總計,3歲,79.35
920,2027,116,男性,3歲,76.15
921,2027,116,女性,3歲,82.56
922,2027,116,總計,4歲,78.36
923,2027,116,男性,4歲,75.16
924,2027,116,女性,4歲,81.57
925,2027,116,總計,5歲,77.37
926,2027,116,男性,5歲,74.16
927,2027,116,女性,5歲,80.58
928,2027,116,總計,6歲,76.38
929,2027,116,男性,6歲,73.17
930,2027,116,女性,6歲,79.58
931,2027,116,總計,7歲,75.38
932,2027,116,男性,7歲,72.18
933,2027,116,女性,7歲,78.59
934,2027,116,總計,8歲,74.39
935,2027,116,男性,8歲,71.18
936,2027,116,女性,8歲,77.59
937,2027,116,總計,9歲,73.4
938,2027,116,男性,9歲,70.19
939,2027,116,女性,9歲,76.6
940,2027,116,總計,10歲,72.4
941,2027,116,男性,10歲,69.19
942,2027,116,女性,10歲,75.61
943,2027,116,總計,11歲,71.41
944,2027,116,男性,11歲,68.2
945,2027,116,女性,11歲,74.61
946,2027,116,總計,12歲,70.41
947,2027,116,男性,12歲,67.21
948,2027,116,女性,12歲,73.62
949,2027,116,總計,13歲,69.42
950,2027,116,男性,13歲,66.21
951,2027,116,女性,13歲,72.63
952,2027,116,總計,14歲,68.43
953,2027,116,男性,14歲,65.22
954,2027,116,女性,14歲,71.63
955,2027,116,總計,15歲,67.44
956,2027,116,男性,15歲,64.24
957,2027,116,女性,15歲,70.64
958,2027,116,總計,16歲,66.45
959,2027,116,男性,16歲,63.25
960,2027,116,女性,16歲,69.65
961,2027,116,總計,17歲,65.47
962,2027,116,男性,17歲,62.28
963,2027,116,女性,17歲,68.66
964,2027,116,總計,18歲,64.49
965,2027,116,男性,18歲,61.3
966,2027,116,女性,18歲,67.68
967,2027,116,總計,19歲,63.51
968,2027,116,男性,19歲,60.33
969,2027,116,女性,19歲,66.69
970,2027,116,總計,20歲,62.54
971,2027,116,男性,20歲,59.36
972,2027,116,女性,20歲,65.7
973,2027,116,總計,21歲,61.56
974,2027,116,男性,21歲,58.39
975,2027,116,女性,21歲,64.72
976,2027,116,總計,22歲,60.58
977,2027,116,男性,22歲,57.42
978,2027,116,女性,22歲,63.73
979,2027,116,總計,23歲,59.61
980,2027,116,男性,23歲,56.46
981,2027,116,女性,23歲,62.75
982,2027,116,總計,24歲,58.63
983,2027,116,男性,24歲,55.49
984,2027,116,女性,24歲,61.76
985,2027,116,總計,25歲,57.65
986,2027,116,男性,25歲,54.52
987,2027,116,女性,25歲,60.78
988,2027,116,總計,26歲,56.68
989,2027,116,男性,26歲,53.55
990,2027,116,女性,26歲,59.8
991,2027,116,總計,27歲,55.7
992,2027,116,男性,27歲,52.57
993,2027,116,女性,27歲,58.81
994,2027,116,總計,28歲,54.72
995,2027,116,男性,28歲,51.6
996,2027,116,女性,28歲,57.83
997,2027,116,總計,29歲,53.75
998,2027,116,男性,29歲,50.63
999,2027,116,女性,29歲,56.85
1000,2027,116,總計,30歲,52.77
1001,2027,116,男性,30歲,49.66
1002,2027,116,女性,30歲,55.87
1003,2027,116,總計,31歲,51.8
1004,2027,116,男性,31歲,48.69
1005,2027,116,女性,31歲,54.89
1006,2027,116,總計,32歲,50.83
1007,2027,116,男性,32歲,47.73
1008,2027,116,女性,32歲,53.91
1009,2027,116,總計,33歲,49.86
1010,2027,116,男性,33歲,46.77
1011,2027,116,女性,33歲,52.94
1012,2027,116,總計,34歲,48.89
1013,2027,116,男性,34歲,45.81
1014,2027,116,女性,34歲,51.96
1015,2027,116,總計,35歲,47.93
1016,2027,116,男性,35歲,44.85
1017,2027,116,女性,35歲,50.99
1018,2027,116,總計,36歲,46.97
1019,2027,116,男性,36歲,43.9
1020,2027,116,女性,36歲,50.02
1021,2027,116,總計,37歲,46.01
1022,2027,116,男性,37歲,42.96
1023,2027,116,女性,37歲,49.04
1024,2027,116,總計,38歲,45.06
1025,2027,116,男性,38歲,42.01
1026,2027,116,女性,38歲,48.07
1027,2027,116,總計,39歲,44.11
1028,2027,116,男性,39歲,41.08
1029,2027,116,女性,39歲,47.11
1030,2027,116,總計,40歲,43.16
1031,2027,116,男性,40歲,40.15
1032,2027,116,女性,40歲,46.14
1033,2027,116,總計,41歲,42.22
1034,2027,116,男性,41歲,39.22
1035,2027,116,女性,41歲,45.18
1036,2027,116,總計,42歲,41.28
1037,2027,116,男性,42歲,38.3
1038,2027,116,女性,42歲,44.22
1039,2027,116,總計,43歲,40.34
1040,2027,116,男性,43歲,37.39
1041,2027,116,女性,43歲,43.26
1042,2027,116,總計,44歲,39.42
1043,2027,116,男性,44歲,36.48
1044,2027,116,女性,44歲,42.3
1045,2027,116,總計,45歲,38.49
1046,2027,116,男性,45歲,35.59
1047,2027,116,女性,45歲,41.35
1048,2027,116,總計,46歲,37.58
1049,2027,116,男性,46歲,34.7
1050,2027,116,女性,46歲,40.4
1051,2027,116,總計,47歲,36.66
1052,2027,116,男性,47歲,33.81
1053,2027,116,女性,47歲,39.45
1054,2027,116,總計,48歲,35.76
1055,2027,116,男性,48歲,32.94
1056,2027,116,女性,48歲,38.51
1057,2027,116,總計,49歲,34.86
1058,2027,116,男性,49歲,32.07
1059,2027,116,女性,49歲,37.57
1060,2027,116,總計,50歲,33.96
1061,2027,116,男性,50歲,31.21
1062,2027,116,女性,50歲,36.63
1063,2027,116,總計,51歲,33.07
1064,2027,116,男性,51歲,30.36
1065,2027,116,女性,51歲,35.7
1066,2027,116,總計,52歲,32.19
1067,2027,116,男性,52歲,29.51
1068,2027,116,女性,52歲,34.77
1069,2027,116,總計,53歲,31.31
1070,2027,116,男性,53歲,28.68
1071,2027,116,女性,53歲,33.85
1072,2027,116,總計,54歲,30.44
1073,2027,116,男性,54歲,27.85
1074,2027,116,女性,54歲,32.93
1075,2027,116,總計,55歲,29.58
1076,2027,116,男性,55歲,27.03
1077,2027,116,女性,55歲,32.01
1078,2027,116,總計,56歲,28.71
1079,2027,116,男性,56歲,26.21
1080,2027,116,女性,56歲,31.09
1081,2027,116,總計,57歲,27.85
1082,2027,116,男性,57歲,25.4
1083,2027,116,女性,57歲,30.18
1084,2027,116,總計,58歲,27
1085,2027,116,男性,58歲,24.59
1086,2027,116,女性,58歲,29.27
1087,2027,116,總計,59歲,26.15
1088,2027,116,男性,59歲,23.79
1089,2027,116,女性,59歲,28.36
1090,2027,116,總計,60歲,25.31
1091,2027,116,男性,60歲,23
1092,2027,116,女性,60歲,27.46
1093,2027,116,總計,61歲,24.47
1094,2027,116,男性,61歲,22.21
1095,2027,116,女性,61歲,26.57
1096,2027,116,總計,62歲,23.64
1097,2027,116,男性,62歲,21.43
1098,2027,116,女性,62歲,25.68
1099,2027,116,總計,63歲,22.81
1100,2027,116,男性,63歲,20.66
1101,2027,116,女性,63歲,24.79
1102,2027,116,總計,64歲,21.99
1103,2027,116,男性,64歲,19.89
1104,2027,116,女性,64歲,23.91
1105,2027,116,總計,65歲,21.18
1106,2027,116,男性,65歲,19.13
1107,2027,116,女性,65歲,23.04
1108,2027,116,總計,66歲,20.38
1109,2027,116,男性,66歲,18.38
1110,2027,116,女性,66歲,22.17
1111,2027,116,總計,67歲,19.58
1112,2027,116,男性,67歲,17.64
1113,2027,116,女性,67歲,21.32
1114,2027,116,總計,68歲,18.8
1115,2027,116,男性,68歲,16.91
1116,2027,116,女性,68歲,20.47
1117,2027,116,總計,69歲,18.03
1118,2027,116,男性,69歲,16.2
1119,2027,116,女性,69歲,19.64
1120,2027,116,總計,70歲,17.27
1121,2027,116,男性,70歲,15.5
1122,2027,116,女性,70歲,18.81
1123,2027,116,總計,71歲,16.53
1124,2027,116,男性,71歲,14.81
1125,2027,116,女性,71歲,18
1126,2027,116,總計,72歲,15.8
1127,2027,116,男性,72歲,14.14
1128,2027,116,女性,72歲,17.2
1129,2027,116,總計,73歲,15.08
1130,2027,116,男性,73歲,13.48
1131,2027,116,女性,73歲,16.42
1132,2027,116,總計,74歲,14.38
1133,2027,116,男性,74歲,12.84
1134,2027,116,女性,74歲,15.65
1135,2027,116,總計,75歲,13.69
1136,2027,116,男性,75歲,12.22
1137,2027,116,女性,75歲,14.9
1138,2027,116,總計,76歲,13.03
1139,2027,116,男性,76歲,11.61
1140,2027,116,女性,76歲,14.16
1141,2027,116,總計,77歲,12.38
1142,2027,116,男性,77歲,11.03
1143,2027,116,女性,77歲,13.44
1144,2027,116,總計,78歲,11.74
1145,2027,116,男性,78歲,10.46
1146,2027,116,女性,78歲,12.74
1147,2027,116,總計,79歲,11.13
1148,2027,116,男性,79歲,9.92
1149,2027,116,女性,79歲,12.05
1150,2027,116,總計,80歲,10.53
1151,2027,116,男性,80歲,9.39
1152,2027,116,女性,80歲,11.38
1153,2027,116,總計,81歲,9.96
1154,2027,116,男性,81歲,8.89
1155,2027,116,女性,81歲,10.74
1156,2027,116,總計,82歲,9.4
1157,2027,116,男性,82歲,8.4
1158,2027,116,女性,82歲,10.12
1159,2027,116,總計,83歲,8.87
1160,2027,116,男性,83歲,7.94
1161,2027,116,女性,83歲,9.52
1162,2027,116,總計,84歲,8.36
1163,2027,116,男性,84歲,7.49
1164,2027,116,女性,84歲,8.95
1165,2027,116,總計,85歲,7.87
1166,2027,116,男性,85歲,7.07
1167,2027,116,女性,85歲,8.4
1168,2027,116,總計,86歲,7.41
1169,2027,116,男性,86歲,6.67
1170,2027,116,女性,86歲,7.89
1171,2027,116,總計,87歲,6.98
1172,2027,116,男性,87歲,6.3
1173,2027,116,女性,87歲,7.41
1174,2027,116,總計,88歲,6.57
1175,2027,116,男性,88歲,5.94
1176,2027,116,女性,88歲,6.95
1177,2027,116,總計,89歲,6.17
1178,2027,116,男性,89歲,5.6
1179,2027,116,女性,89歲,6.51
1180,2027,116,總計,90歲,5.79
1181,2027,116,男性,90歲,5.27
1182,2027,116,女性,90歲,6.09
1183,2027,116,總計,91歲,5.44
1184,2027,116,男性,91歲,4.97
1185,2027,116,女性,91歲,5.7
1186,2027,116,總計,92歲,5.1
1187,2027,116,男性,92歲,4.68
1188,2027,116,女性,92歲,5.32
1189,2027,116,總計,93歲,4.78
1190,2027,116,男性,93歲,4.4
1191,2027,116,女性,93歲,4.97
1192,2027,116,總計,94歲,4.47
1193,2027,116,男性,94歲,4.14
1194,2027,116,女性,94歲,4.64
1195,2027,116,總計,95歲,4.19
1196,2027,116,男性,95歲,3.9
1197,2027,116,女性,95歲,4.33
1198,2027,116,總計,96歲,3.92
1199,2027,116,男性,96歲,3.68
1200,2027,116,女性,96歲,4.04
1201,2027,116,總計,97歲,3.67
1202,2027,116,男性,97歲,3.46
1203,2027,116,女性,97歲,3.77
1204,2027,116,總計,98歲,3.44
1205,2027,116,男性,98歲,3.26
1206,2027,116,女性,98歲,3.51
1207,2027,116,總計,99歲,3.22
1208,2027,116,男性,99歲,3.08
1209,2027,116,女性,99歲,3.28
1210,2027,116,總計,100歲及以上,2.62
1211,2027,116,男性,100歲及以上,2.56
1212,2027,116,女性,100歲及以上,2.64
1213,2028,117,總計,0歲,82.17
1214,2028,117,男性,0歲,78.96
1215,2028,117,女性,0歲,85.38
1216,2028,117,總計,1歲,81.46
1217,2028,117,男性,1歲,78.26
1218,2028,117,女性,1歲,84.66
1219,2028,117,總計,2歲,80.48
1220,2028,117,男性,2歲,77.28
1221,2028,117,女性,2歲,83.68
1222,2028,117,總計,3歲,79.49
1223,2028,117,男性,3歲,76.29
1224,2028,117,女性,3歲,82.69
1225,2028,117,總計,4歲,78.5
1226,2028,117,男性,4歲,75.3
1227,2028,117,女性,4歲,81.7
1228,2028,117,總計,5歲,77.51
1229,2028,117,男性,5歲,74.31
1230,2028,117,女性,5歲,80.7
1231,2028,117,總計,6歲,76.51
1232,2028,117,男性,6歲,73.31
1233,2028,117,女性,6歲,79.71
1234,2028,117,總計,7歲,75.52
1235,2028,117,男性,7歲,72.32
1236,2028,117,女性,7歲,78.72
1237,2028,117,總計,8歲,74.53
1238,2028,117,男性,8歲,71.33
1239,2028,117,女性,8歲,77.72
1240,2028,117,總計,9歲,73.53
1241,2028,117,男性,9歲,70.33
1242,2028,117,女性,9歲,76.73
1243,2028,117,總計,10歲,72.54
1244,2028,117,男性,10歲,69.34
1245,2028,117,女性,10歲,75.73
1246,2028,117,總計,11歲,71.54
1247,2028,117,男性,11歲,68.34
1248,2028,117,女性,11歲,74.74
1249,2028,117,總計,12歲,70.55
1250,2028,117,男性,12歲,67.35
1251,2028,117,女性,12歲,73.75
1252,2028,117,總計,13歲,69.56
1253,2028,117,男性,13歲,66.36
1254,2028,117,女性,13歲,72.75
1255,2028,117,總計,14歲,68.56
1256,2028,117,男性,14歲,65.36
1257,2028,117,女性,14歲,71.76
1258,2028,117,總計,15歲,67.58
1259,2028,117,男性,15歲,64.38
1260,2028,117,女性,15歲,70.77
1261,2028,117,總計,16歲,66.59
1262,2028,117,男性,16歲,63.39
1263,2028,117,女性,16歲,69.78
1264,2028,117,總計,17歲,65.61
1265,2028,117,男性,17歲,62.42
1266,2028,117,女性,17歲,68.79
1267,2028,117,總計,18歲,64.62
1268,2028,117,男性,18歲,61.44
1269,2028,117,女性,18歲,67.8
1270,2028,117,總計,19歲,63.65
1271,2028,117,男性,19歲,60.47
1272,2028,117,女性,19歲,66.82
1273,2028,117,總計,20歲,62.67
1274,2028,117,男性,20歲,59.5
1275,2028,117,女性,20歲,65.83
1276,2028,117,總計,21歲,61.69
1277,2028,117,男性,21歲,58.53
1278,2028,117,女性,21歲,64.85
1279,2028,117,總計,22歲,60.72
1280,2028,117,男性,22歲,57.56
1281,2028,117,女性,22歲,63.86
1282,2028,117,總計,23歲,59.74
1283,2028,117,男性,23歲,56.59
1284,2028,117,女性,23歲,62.88
1285,2028,117,總計,24歲,58.76
1286,2028,117,男性,24歲,55.62
1287,2028,117,女性,24歲,61.89
1288,2028,117,總計,25歲,57.78
1289,2028,117,男性,25歲,54.65
1290,2028,117,女性,25歲,60.91
1291,2028,117,總計,26歲,56.81
1292,2028,117,男性,26歲,53.68
1293,2028,117,女性,26歲,59.92
1294,2028,117,總計,27歲,55.83
1295,2028,117,男性,27歲,52.71
1296,2028,117,女性,27歲,58.94
1297,2028,117,總計,28歲,54.85
1298,2028,117,男性,28歲,51.73
1299,2028,117,女性,28歲,57.96
1300,2028,117,總計,29歲,53.88
1301,2028,117,男性,29歲,50.76
1302,2028,117,女性,29歲,56.98
1303,2028,117,總計,30歲,52.9
1304,2028,117,男性,30歲,49.79
1305,2028,117,女性,30歲,56
1306,2028,117,總計,31歲,51.93
1307,2028,117,男性,31歲,48.83
1308,2028,117,女性,31歲,55.02
1309,2028,117,總計,32歲,50.96
1310,2028,117,男性,32歲,47.86
1311,2028,117,女性,32歲,54.04
1312,2028,117,總計,33歲,49.99
1313,2028,117,男性,33歲,46.9
1314,2028,117,女性,33歲,53.06
1315,2028,117,總計,34歲,49.02
1316,2028,117,男性,34歲,45.94
1317,2028,117,女性,34歲,52.09
1318,2028,117,總計,35歲,48.06
1319,2028,117,男性,35歲,44.98
1320,2028,117,女性,35歲,51.11
1321,2028,117,總計,36歲,47.1
1322,2028,117,男性,36歲,44.03
1323,2028,117,女性,36歲,50.14
1324,2028,117,總計,37歲,46.14
1325,2028,117,男性,37歲,43.08
1326,2028,117,女性,37歲,49.17
1327,2028,117,總計,38歲,45.18
1328,2028,117,男性,38歲,42.14
1329,2028,117,女性,38歲,48.2
1330,2028,117,總計,39歲,44.23
1331,2028,117,男性,39歲,41.2
1332,2028,117,女性,39歲,47.23
1333,2028,117,總計,40歲,43.28
1334,2028,117,男性,40歲,40.27
1335,2028,117,女性,40歲,46.27
1336,2028,117,總計,41歲,42.34
1337,2028,117,男性,41歲,39.34
1338,2028,117,女性,41歲,45.3
1339,2028,117,總計,42歲,41.4
1340,2028,117,男性,42歲,38.42
1341,2028,117,女性,42歲,44.34
1342,2028,117,總計,43歲,40.46
1343,2028,117,男性,43歲,37.51
1344,2028,117,女性,43歲,43.38
1345,2028,117,總計,44歲,39.53
1346,2028,117,男性,44歲,36.6
1347,2028,117,女性,44歲,42.42
1348,2028,117,總計,45歲,38.61
1349,2028,117,男性,45歲,35.7
1350,2028,117,女性,45歲,41.47
1351,2028,117,總計,46歲,37.69
1352,2028,117,男性,46歲,34.81
1353,2028,117,女性,46歲,40.52
1354,2028,117,總計,47歲,36.78
1355,2028,117,男性,47歲,33.92
1356,2028,117,女性,47歲,39.57
1357,2028,117,總計,48歲,35.87
1358,2028,117,男性,48歲,33.04
1359,2028,117,女性,48歲,38.63
1360,2028,117,總計,49歲,34.97
1361,2028,117,男性,49歲,32.17
1362,2028,117,女性,49歲,37.69
1363,2028,117,總計,50歲,34.07
1364,2028,117,男性,50歲,31.31
1365,2028,117,女性,50歲,36.75
1366,2028,117,總計,51歲,33.18
1367,2028,117,男性,51歲,30.46
1368,2028,117,女性,51歲,35.82
1369,2028,117,總計,52歲,32.3
1370,2028,117,男性,52歲,29.61
1371,2028,117,女性,52歲,34.89
1372,2028,117,總計,53歲,31.42
1373,2028,117,男性,53歲,28.78
1374,2028,117,女性,53歲,33.97
1375,2028,117,總計,54歲,30.55
1376,2028,117,男性,54歲,27.95
1377,2028,117,女性,54歲,33.04
1378,2028,117,總計,55歲,29.68
1379,2028,117,男性,55歲,27.12
1380,2028,117,女性,55歲,32.12
1381,2028,117,總計,56歲,28.82
1382,2028,117,男性,56歲,26.31
1383,2028,117,女性,56歲,31.21
1384,2028,117,總計,57歲,27.96
1385,2028,117,男性,57歲,25.49
1386,2028,117,女性,57歲,30.29
1387,2028,117,總計,58歲,27.1
1388,2028,117,男性,58歲,24.68
1389,2028,117,女性,58歲,29.38
1390,2028,117,總計,59歲,26.25
1391,2028,117,男性,59歲,23.88
1392,2028,117,女性,59歲,28.48
1393,2028,117,總計,60歲,25.41
1394,2028,117,男性,60歲,23.09
1395,2028,117,女性,60歲,27.57
1396,2028,117,總計,61歲,24.57
1397,2028,117,男性,61歲,22.3
1398,2028,117,女性,61歲,26.68
1399,2028,117,總計,62歲,23.74
1400,2028,117,男性,62歲,21.52
1401,2028,117,女性,62歲,25.79
1402,2028,117,總計,63歲,22.91
1403,2028,117,男性,63歲,20.74
1404,2028,117,女性,63歲,24.9
1405,2028,117,總計,64歲,22.09
1406,2028,117,男性,64歲,19.97
1407,2028,117,女性,64歲,24.02
1408,2028,117,總計,65歲,21.27
1409,2028,117,男性,65歲,19.21
